Aadhar_id,Rationcard_Category,Monthly_Income,Gender,Chronic _Disease,Critical _or _noncritical,Surgery_needed,Target
164000000000,1,3100,1,0,0,0,0
164000000000,1,3200,0,0,0,0,0
164000000000,1,3100,0,1,1,1,1
164000000000,0,2600,0,1,1,1,1
164000000000,0,3000,0,1,1,1,1
164000000000,0,3000,0,1,1,1,1
164000000000,0,3000,0,1,1,1,1
164000000000,0,3000,0,1,1,1,1
165000000000,1,4000,0,1,1,1,1
165000000000,1,4200,0,1,1,1,1
165000000000,1,4600,1,1,1,1,1
165000000000,1,4300,1,0,0,0,0
165000000000,1,4150,1,0,0,0,0
165000000000,1,4630,1,0,0,0,0
165000000000,1,4900,1,1,1,1,1
165000000000,1,4900,1,0,0,0,0
165000000000,0,1900,0,1,1,1,1
165000000000,1,4400,1,0,0,0,0
166000000000,1,5000,0,0,0,0,0
166000000000,0,3000,1,0,0,0,0
166000000000,1,6000,0,0,0,0,0
976000000000,1,30000,0,1,1,1,1
976000000000,1,25000,0,1,1,1,0
976000000000,1,12000,1,1,1,1,0
971000000000,1,5000,0,1,1,1,1
976000000000,1,16000,1,1,1,1,0
972000000000,0,3000,0,1,1,1,1
976000000000,0,500,0,1,1,1,1
976000000000,0,650,0,1,1,1,0
976000000000,1,14000,1,0,0,0,0
976000000000,1,12000,0,0,0,0,0
976000000000,0,3000,1,0,0,0,0
976000000000,0,200,0,0,0,0,1
976000000000,0,700,1,0,0,0,0
976000000000,1,30000,0,0,0,0,0
976000000000,1,25000,1,1,1,1,0
190000000000,1,12000,1,1,1,1,0
922000000000,0,3000,0,1,1,1,1
923000000000,0,3000,1,1,1,1,0
924000000000,0,3000,0,1,1,1,1
976000000000,0,3000,1,1,1,1,1
976000000000,0,3000,0,1,1,1,0
976000000000,1,30000,0,1,1,1,0
976000000000,1,25000,1,1,1,1,0
976000000000,1,12000,1,0,0,0,0
976000000000,1,10000,0,0,0,0,0
976000000000,1,4500,0,0,0,0,0
976000000000,0,860,0,0,0,0,0
976000000000,0,900,0,0,0,0,0
976000000000,0,700,0,0,0,0,0
976000000000,0,2500,0,0,0,0,0
976000000000,0,3000,1,0,0,0,0
976000000000,1,20000,1,0,0,0,0
976000000000,1,10000,1,0,0,0,0
976000000000,1,23000,1,1,1,1,0
976000000000,1,24000,1,1,1,1,0
976000000000,1,30000,1,1,1,1,0
976000000000,0,860,1,1,1,1,0
989000000000,0,900,1,1,1,1,1
760000000000,0,700,1,1,1,1,0
750000000000,1,12000,1,1,1,1,0
740000000000,1,25000,1,1,1,1,0
730000000000,0,860,0,1,1,1,1
720000000000,0,900,0,1,1,1,1
710000000000,0,700,0,0,0,0,0
700000000000,0,2350,0,0,0,0,0
690000000000,1,12000,0,0,0,0,0
680000000000,1,25000,0,1,1,1,0
670000000000,0,860,0,1,1,1,1
660000000000,0,2400,0,1,1,1,1
650000000000,1,23000,0,1,1,1,0
640000000000,1,24000,1,1,1,1,0
630000000000,1,30000,1,1,1,1,0
620000000000,1,10000,1,1,1,1,0
610000000000,1,4500,1,1,1,1,1
600000000000,1,6800,1,1,1,1,1
590000000000,1,9000,1,1,1,1,1
580000000000,0,860,0,1,1,1,1
570000000000,0,900,1,1,1,1,1
560000000000,1,7000,0,0,0,0,0
550000000000,1,30000,1,1,1,1,0
540000000000,1,10000,0,0,0,0,0
530000000000,1,4500,1,0,0,0,0
520000000000,1,6800,1,0,0,0,0
510000000000,0,860,1,0,0,0,0
500000000000,0,900,1,0,0,0,0
490000000000,0,700,1,0,0,0,0
480000000000,1,30000,1,0,0,0,0
470000000000,1,10000,1,1,1,1,1
460000000000,1,4500,1,1,1,1,1
450000000000,1,6800,1,1,1,1,1
440000000000,1,30000,1,1,1,1,0
430000000000,1,10000,1,0,0,0,0
420000000000,1,4500,0,0,0,0,0
410000000000,0,680,0,0,0,0,0
400000000000,0,500,0,0,0,0,0
390000000000,0,1000,0,1,1,1,1
380000000000,0,2000,0,1,1,1,1
370000000000,0,2600,0,1,1,1,0
360000000000,1,30000,0,1,1,1,0
350000000000,1,10000,0,1,1,1,1
340000000000,1,4500,0,1,1,1,1
330000000000,1,6800,1,0,0,0,0
320000000000,1,7500,1,0,0,0,0
310000000000,0,1000,1,0,0,0,0
300000000000,1,20000,1,0,0,0,0
290000000000,0,250,1,0,0,0,0
280000000000,1,18000,1,0,0,0,0
270000000000,0,1000,1,0,0,0,0
260000000000,1,19000,1,0,0,0,0
250000000000,0,1500,1,0,0,0,0
240000000000,1,30000,1,1,1,1,0
230000000000,1,10000,1,1,1,1,1
220000000000,1,4500,1,1,1,1,0
210000000000,0,680,1,1,1,1,1
200000000000,0,1400,1,1,1,1,1
190000000000,0,2000,1,1,1,1,1
180000000000,0,3000,1,1,1,1,1
170000000000,0,750,0,1,1,1,1
160000000000,0,1000,0,1,1,1,1
150000000000,0,500,0,1,1,1,1
140000000000,0,2600,0,1,1,1,1
130000000000,1,29000,0,1,1,1,0
976000000000,1,10000,0,1,1,1,1
976000000000,1,6500,0,1,1,1,1
976000000000,1,6800,0,1,1,1,0
976000000000,1,24000,0,0,0,0,0
976000000000,1,16000,1,0,0,0,0
976000000000,1,4500,1,0,0,0,0
976000000000,0,1000,1,0,0,0,0
976000000000,0,680,1,0,0,0,0
976000000000,0,1400,1,0,0,0,0
976000000000,0,2000,1,0,0,0,0
976000000000,0,3050,1,0,0,0,0
976000000000,0,750,1,1,1,1,1
976000000000,0,2000,1,1,1,1,1
976000000000,0,3000,1,1,1,1,1
976000000000,0,750,1,1,1,1,1
976000000000,0,1000,1,1,1,1,1
976000000000,1,5000,1,1,1,1,1
976000000000,1,26000,1,1,1,1,0
976000000000,1,30000,1,1,1,1,0
976000000000,1,25000,1,1,1,1,0
976000000000,0,250,0,1,1,1,1
976000000000,1,6500,0,1,1,1,1
976000000000,0,1700,0,1,1,1,1
976000000000,1,5000,0,1,1,1,1
976000000000,1,26000,0,1,1,1,0
976000000000,1,30000,0,0,0,0,0
976000000000,1,25000,0,0,0,0,0
976000000000,1,29000,0,0,0,0,0
976000000000,1,27500,0,1,1,1,0
976000000000,1,12000,1,1,1,1,0
976000000000,1,3500,1,1,1,1,1
976000000000,1,4000,1,1,1,1,1
976000000000,0,1900,1,1,1,1,1
974000000000,0,2000,1,0,0,0,0
976000000000,0,2000,1,0,0,0,0
976000000000,0,2000,1,0,0,0,0
224000000000,0,2000,1,0,0,0,0
976000000000,0,1500,1,0,0,0,0
976000000000,1,15000,1,1,1,1,0
976000000000,0,450,1,1,1,1,1
976000000000,1,29000,1,1,1,1,0
976000000000,1,27500,1,1,1,1,0
976000000000,1,12000,1,1,1,1,0
976000000000,1,3500,1,1,1,1,1
234000000000,1,4000,1,1,1,1,1
234000000000,0,1900,0,1,1,1,1
234000000000,0,2000,0,1,1,1,1
234000000000,0,2000,0,0,0,0,0
234000000000,1,20000,0,0,0,0,0
234000000000,1,29000,0,0,0,0,0
234000000000,1,27500,0,1,1,1,0
234000000000,1,12000,0,0,0,0,0
234000000000,1,3500,0,1,1,1,1
234000000000,1,4000,0,0,0,0,0
234000000000,1,5000,1,1,1,1,1
234000000000,0,1900,1,0,0,0,0
234000000000,0,2000,1,1,1,1,1
234000000000,0,2000,1,0,0,0,0
234000000000,1,25000,1,0,0,0,0
234000000000,1,30000,1,0,0,0,0
234000000000,1,28000,1,0,0,0,0
234000000000,0,1900,1,0,0,0,0
234000000000,0,2000,1,0,0,0,0
234000000000,0,2000,1,0,0,0,0
234000000000,0,800,1,1,1,1,0
234000000000,1,20000,1,1,1,1,0
234000000000,1,25000,1,1,1,1,0
234000000000,1,30000,1,1,1,1,0
234000000000,1,28000,1,0,0,0,0
234000000000,1,14000,1,0,0,0,0
234000000000,0,2000,0,0,0,0,0
234000000000,0,850,0,0,0,0,0
234000000000,0,2000,0,1,1,1,1
234000000000,0,1600,0,1,1,1,1
234000000000,0,850,0,1,1,1,0
234000000000,1,4000,0,1,1,1,1
234000000000,1,25000,0,1,1,1,0
234000000000,1,30000,0,1,1,1,0
234000000000,0,500,0,0,0,0,0
234000000000,0,1000,1,0,0,0,0
234000000000,1,4000,1,0,0,0,0
234000000000,1,25000,1,0,0,0,0
234000000000,1,30000,1,0,0,0,0
234000000000,0,500,1,0,0,0,0
234000000000,0,1000,1,0,0,0,0
234000000000,1,25000,1,0,0,0,0
234000000000,1,30000,1,0,0,0,0
234000000000,1,28000,1,1,1,1,0
234000000000,0,850,1,1,1,1,1
234000000000,0,2000,1,1,1,1,1
234000000000,0,1600,1,1,1,1,1
234000000000,0,850,1,1,1,1,1
234000000000,1,4000,1,1,1,1,1
992000000000,1,25000,1,1,1,1,0
982000000000,1,30000,1,1,1,1,0
972000000000,1,4000,0,1,1,1,1
962000000000,1,13000,0,1,1,1,0
952000000000,0,850,0,1,1,1,1
942000000000,0,2000,0,1,1,1,1
932000000000,0,1600,0,1,1,1,1
922000000000,0,850,0,1,1,1,1
912000000000,1,4000,0,1,1,1,1
902000000000,1,25000,0,0,0,0,0
892000000000,1,13000,0,0,0,0,0
882000000000,0,850,1,0,0,0,0
872000000000,0,2000,1,0,0,0,0
862000000000,1,16000,1,0,0,0,0
852000000000,1,8500,1,0,0,0,0
842000000000,1,5000,1,0,0,0,0
832000000000,0,850,1,0,0,0,0
822000000000,0,2000,1,1,1,1,1
812000000000,0,1600,1,1,1,1,1
802000000000,0,850,1,1,1,1,1
792000000000,1,4000,1,1,1,1,1
782000000000,1,25000,1,1,1,1,0
772000000000,1,13000,1,1,1,1,0
762000000000,0,1900,1,1,1,1,1
752000000000,0,2000,1,1,1,1,1
742000000000,0,2000,1,1,1,1,1
732000000000,0,800,1,1,1,1,1
722000000000,1,5000,0,1,1,1,1
712000000000,1,6000,0,1,1,1,1
702000000000,1,5000,0,1,1,1,1
692000000000,0,1900,0,1,1,1,1
682000000000,0,2000,0,0,0,0,0
672000000000,0,2000,0,0,0,0,0
662000000000,1,8000,0,0,0,0,0
652000000000,1,17000,0,1,1,1,0
642000000000,0,2000,0,1,1,1,1
632000000000,0,2500,1,1,1,1,0
622000000000,1,14000,1,1,1,1,0
612000000000,1,10000,1,1,1,1,1
602000000000,0,1900,1,0,0,0,0
592000000000,0,2000,1,0,0,0,0
582000000000,0,2000,1,0,0,0,0
572000000000,1,8000,1,0,0,0,0
562000000000,1,5000,1,0,0,0,0
552000000000,1,4000,1,1,1,1,1
542000000000,0,500,1,1,1,1,1
532000000000,0,650,1,1,1,1,1
522000000000,0,1000,1,1,1,1,1
512000000000,1,30000,1,1,1,1,0
502000000000,1,25000,1,1,1,1,0
492000000000,1,14000,1,1,1,1,0
482000000000,0,600,1,1,1,1,1
472000000000,0,1000,0,1,1,1,1
462000000000,1,8000,0,0,0,0,0
452000000000,1,5000,0,0,0,0,0
442000000000,0,400,0,0,0,0,0
432000000000,1,30000,0,1,1,1,0
422000000000,1,25000,0,0,0,0,0
412000000000,1,14000,0,1,1,1,0
402000000000,0,250,0,0,0,0,0
392000000000,0,500,0,1,1,1,1
382000000000,1,30000,1,0,0,0,0
372000000000,1,25000,1,1,1,1,0
362000000000,1,14000,1,0,0,0,0
352000000000,0,600,1,0,0,0,0
342000000000,0,1000,1,0,0,0,0
332000000000,0,2000,1,0,0,0,0
322000000000,0,2000,1,0,0,0,0
312000000000,1,30000,1,0,0,0,0
302000000000,1,25000,1,0,0,0,0
292000000000,1,14000,1,1,1,1,0
282000000000,1,10000,1,1,1,1,1
272000000000,0,500,1,1,1,1,1
262000000000,1,30000,1,1,1,1,0
252000000000,1,25000,1,0,0,0,0
242000000000,1,14000,1,0,0,0,0
232000000000,0,1500,1,0,0,0,0
222000000000,0,1500,0,0,0,0,0
212000000000,1,30000,0,1,1,1,0
202000000000,1,25000,0,1,1,1,0
192000000000,1,14000,0,1,1,1,0
182000000000,0,2000,0,1,1,1,1
172000000000,0,2500,0,1,1,1,1
162000000000,0,3000,0,1,1,1,1
152000000000,0,3000,0,0,0,0,0
142000000000,1,30000,0,0,0,0,0
132000000000,1,25000,1,0,0,0,0
122000000000,1,14000,1,0,0,0,0
112000000000,1,10000,1,0,0,0,0
290000000000,1,15000,1,0,0,0,0
289000000000,0,1500,1,0,0,0,1
